Pais,Anio,Emisiones_de_CO2
Estados Unidos,1984,4383.942232
Estados Unidos,1985,4612.856171
Estados Unidos,1986,4605.354533
Estados Unidos,1987,4615.662207
Estados Unidos,1988,4775.551396
Estados Unidos,1989,4998.211912
Estados Unidos,1990,5084.558664
Estados Unidos,1991,5037.896431
Estados Unidos,1992,4992.684743
Estados Unidos,1993,5093.879398
Estados Unidos,1994,5185.520158
Estados Unidos,1995,5262.663333
Estados Unidos,1996,5324.311399
Estados Unidos,1997,5518.030044
Estados Unidos,1998,5589.322021
Estados Unidos,1999,5636.733477
Estados Unidos,2000,5700.252865
Estados Unidos,2001,5888.592478
Estados Unidos,2002,5777.788286
Estados Unidos,2003,5820.025298
Estados Unidos,2004,5886.416623
Estados Unidos,2005,5993.719256
Estados Unidos,2006,6006.994255
Estados Unidos,2007,5929.329204
Estados Unidos,2008,6015.537927
Estados Unidos,2009,5823.12664
Estados Unidos,2010,5403.664819
Estados Unidos,2011,5593.662183
Estados Unidos,2012,5454.696471
Estados Unidos,2013,5236.322549
Estados Unidos,2014,5358.870231
Estados Unidos,2015,5413.878798
Estados Unidos,2016,5262.075715
Estados Unidos,2017,5169.496984
Estados Unidos,2018,5131.08098
Estados Unidos,2019,5277.192754
Antigua y Barbuda,2005,0.6
Antigua y Barbuda,2006,0.6
Antigua y Barbuda,2008,0.690569119
Antigua y Barbuda,2012,0.690076094
Antigua y Barbuda,2013,0.707217069
Antigua y Barbuda,2014,0.705863443
Antigua y Barbuda,2015,0.719317413
Antigua y Barbuda,2016,0.751413
Antigua y Barbuda,2017,0.762758
Antigua y Barbuda,2018,0.7159054
Antigua y Barbuda,2019,0.7348894
Antigua y Barbuda,1981,0.40738
Antigua y Barbuda,1995,0.5
Antigua y Barbuda,1996,0.5
Antigua y Barbuda,1997,0.5
Antigua y Barbuda,1998,0.5
Antigua y Barbuda,1999,0.5
Antigua y Barbuda,2000,0.5
Antigua y Barbuda,2001,0.5
Antigua y Barbuda,2002,0.5
Antigua y Barbuda,2003,0.5
Antigua y Barbuda,2004,0.5
Antigua y Barbuda,1983,0.5
Antigua y Barbuda,1980,-1.0
Antigua y Barbuda,1984,0.3
Antigua y Barbuda,1985,0.3
Antigua y Barbuda,1986,0.3
Antigua y Barbuda,1987,0.3
Antigua y Barbuda,2007,0.7
Antigua y Barbuda,2009,0.7
Antigua y Barbuda,2010,0.7
Antigua y Barbuda,2011,0.7
Antigua y Barbuda,1988,0.4
Antigua y Barbuda,1989,0.4
Antigua y Barbuda,1990,0.4
Antigua y Barbuda,1991,0.4
Antigua y Barbuda,1992,0.4
Antigua y Barbuda,1993,0.4
Antigua y Barbuda,1994,0.4
Antigua y Barbuda,1982,0.4
Trinidad y Tobago,1981,10.55811155
Trinidad y Tobago,1982,10.09098155
Trinidad y Tobago,1983,9.8553101
Trinidad y Tobago,1984,10.641415517
Trinidad y Tobago,1985,14.1452896
Trinidad y Tobago,1986,15.3759508
Trinidad y Tobago,1987,11.227520933
Trinidad y Tobago,1988,10.528522983
Trinidad y Tobago,1989,10.738409367
Trinidad y Tobago,1990,11.3819631
Trinidad y Tobago,1991,12.21362635
Trinidad y Tobago,1992,13.64663089
Trinidad y Tobago,1993,13.872866417
Trinidad y Tobago,1994,14.887874455
Trinidad y Tobago,1995,17.046162027
Trinidad y Tobago,1996,17.86450763
Trinidad y Tobago,1997,19.681313957
Trinidad y Tobago,1998,21.312406829
Trinidad y Tobago,1999,21.211447449
Trinidad y Tobago,2000,21.880478254
Trinidad y Tobago,2001,23.140910253
Trinidad y Tobago,2002,26.010796625
Trinidad y Tobago,2003,27.461032975
Trinidad y Tobago,2004,32.960886708
Trinidad y Tobago,2005,31.064049235
Trinidad y Tobago,2006,34.732813727
Trinidad y Tobago,2007,44.742689699
Trinidad y Tobago,2008,43.865169545
Trinidad y Tobago,2009,48.081480207
Trinidad y Tobago,2010,46.448151748
Trinidad y Tobago,2011,51.571790933
Trinidad y Tobago,2012,53.195311581
Trinidad y Tobago,2013,50.936025637
Trinidad y Tobago,2014,56.568972932
Trinidad y Tobago,2015,55.19857812
Trinidad y Tobago,2016,54.230426218
Trinidad y Tobago,2017,48.957140339
Trinidad y Tobago,2018,40.878009766
Trinidad y Tobago,2019,40.485352133
Trinidad y Tobago,1980,-1.0
República Dominicana,1988,7.550533889
República Dominicana,1989,8.321128393
República Dominicana,1990,8.121781849
República Dominicana,1991,9.037029143
República Dominicana,1992,8.746251712
República Dominicana,1993,9.84461691
República Dominicana,1994,8.650892072
República Dominicana,1995,9.835323391
República Dominicana,1996,11.180759592
República Dominicana,1997,11.230629796
República Dominicana,1998,12.234988328
República Dominicana,1999,12.331823319
República Dominicana,2000,14.117588719
República Dominicana,2001,16.209870936
República Dominicana,2002,16.44555316
República Dominicana,2003,17.508820597
República Dominicana,2004,17.423597485
República Dominicana,2005,17.194172363
República Dominicana,2006,17.527672331
República Dominicana,2007,18.024368941
República Dominicana,2008,18.628428254
República Dominicana,2009,18.645610186
República Dominicana,2010,17.78396985
República Dominicana,2011,18.236588997
República Dominicana,2012,19.61785108
República Dominicana,2013,21.101810589
República Dominicana,2014,20.094532458
República Dominicana,2015,19.765231558
República Dominicana,2016,22.363435954
República Dominicana,2017,23.755323707
República Dominicana,2018,21.956523492
República Dominicana,2019,25.265246857
República Dominicana,1981,5.43528
República Dominicana,1982,5.2
República Dominicana,1983,5.6
República Dominicana,1984,6.715247294
República Dominicana,1985,5.928316403
República Dominicana,1986,6.148791341
República Dominicana,1987,6.860989176
República Dominicana,1980,-1.0
San Cristóbal y Nieves,1988,0.05665
San Cristóbal y Nieves,1989,0.0661
San Cristóbal y Nieves,1990,0.06612
San Cristóbal y Nieves,1991,0.06612
San Cristóbal y Nieves,1992,0.07555
San Cristóbal y Nieves,1993,0.07632
San Cristóbal y Nieves,1994,0.08587
San Cristóbal y Nieves,1996,0.09229
San Cristóbal y Nieves,2008,0.273423163
San Cristóbal y Nieves,2012,0.250060014
San Cristóbal y Nieves,2013,0.246182614
San Cristóbal y Nieves,2014,0.244904858
San Cristóbal y Nieves,2015,0.247872849
San Cristóbal y Nieves,2016,0.258403
San Cristóbal y Nieves,2017,0.265412
San Cristóbal y Nieves,2018,0.265947836
San Cristóbal y Nieves,2019,0.268462136
San Cristóbal y Nieves,1981,0.05054
San Cristóbal y Nieves,1982,0.05339
San Cristóbal y Nieves,1983,0.0616
San Cristóbal y Nieves,1984,0.05047
San Cristóbal y Nieves,1985,0.05054
San Cristóbal y Nieves,1986,0.05041
San Cristóbal y Nieves,1987,0.05351
San Cristóbal y Nieves,1980,-1.0
San Cristóbal y Nieves,2009,0.3
San Cristóbal y Nieves,2010,0.3
San Cristóbal y Nieves,2011,0.3
San Cristóbal y Nieves,1995,0.1
San Cristóbal y Nieves,1997,0.1
San Cristóbal y Nieves,1998,0.1
San Cristóbal y Nieves,1999,0.1
San Cristóbal y Nieves,2000,0.1
San Cristóbal y Nieves,2001,0.1
San Cristóbal y Nieves,2002,0.1
San Cristóbal y Nieves,2003,0.1
San Cristóbal y Nieves,2004,0.1
San Cristóbal y Nieves,2005,0.1
San Cristóbal y Nieves,2006,0.1
San Cristóbal y Nieves,2007,0.2
